video_id,author,text,publishedAt,sentiment
pRIplSVOfhE,@arbindpradhan8024,You are so welcome in pakistan,01/10/25 04:23,Negative
pRIplSVOfhE,@paragjoglekar0804,Bull shit. Looks like a paid agent. Just to get publicity for her latest book where she wholeheartedly criticised her mother. She should get out of this country if she feels so scared. Best way to deal with these kind of people is to ignore them.,01/10/25 04:15,Negative
pRIplSVOfhE,@DeepakSingh-jk3nz,"Now this is what we called Real LIBRANDU...... Anything about raping , killing and completely wiping out Hindus across Afganistan , pakistan and Bangladesh and now in J&k and slowly in west Bengal and Kerala .....u got guts to talk about it!!!",01/10/25 02:01,Negative
pRIplSVOfhE,@DeepakSingh-jk3nz,Your whole narrative is build upon Hindu hate. Why don't u talk about barbaric  islamic activities inside and outside india.,01/10/25 01:56,Negative
pRIplSVOfhE,@venkatnarayanrajan6504,This lady is the biggest foe of India.,30/09/25 23:48,Negative
pRIplSVOfhE,@mitchelldothdong6914,O plzz mam I know ur prime is gone as a writer but doesn't mean that u have to stoop to this level just for easy money from the people who always spread the bad image of this country.....why don't u tell this lady about wat happened to hindu living in jammu and kashmir ...,30/09/25 18:24,Negative
pRIplSVOfhE,@biswaruppaul8841,"MASS KILLING IN YOUR CITY, BULLDOZZING ENTIRE NEBOURHOOD....where in Kerela ???",30/09/25 18:22,Negative
pRIplSVOfhE,@kanalkannan-s4g,Delusional😂😂... Needs psychiatric support... Jesus 🙏😂😂,30/09/25 17:22,Negative
pRIplSVOfhE,@poojab7814,We as citizens are happy madam away from the hidden agendas of left.,30/09/25 17:04,Negative
pRIplSVOfhE,@ebrahimqureshi5669,Thinking about Gauri Lankesh!,30/09/25 16:42,Neutral
pRIplSVOfhE,@s.k.haridas6726,"एक झांसी की रानीथी जो देश के लिए शहीद हो गई, कुछ व्यक्ति सिगरेट के लिए शराब के लिए बिक जातेहैं",30/09/25 13:14,Negative
pRIplSVOfhE,@sri78hari,You should live in Gaza or Afghanistan. Namak haraam.,30/09/25 12:00,Negative
pRIplSVOfhE,@chinmaypandit9875,How every Indian isn’t feeling that way is shocking.,30/09/25 11:16,Negative
pRIplSVOfhE,@Human01-8,"Everyone in the comment section saying how brave she is for talking against hindus but what they don't know is her connections with terrorist who openly talk about killing hindus and create Islamic state India. Hypocrisy at its best,  you talk about muslim being victim but never once talk about Muslims killing hindus and constantly trying to demean hindus within India.",30/09/25 06:28,Negative
pRIplSVOfhE,@biswajitpakrashi8373,May God double your strength to stand against injustice. Braveheart,30/09/25 06:10,Unknown
pRIplSVOfhE,@bomkeshchandrathakurta1867,Good example of a person who invents and preaches domesday every morning. Yet lives comfortably.,30/09/25 05:03,Negative
pRIplSVOfhE,@ppg88888,Save the  country from her.. 😅,30/09/25 01:54,Negative
pRIplSVOfhE,@SINHASADASHIVA,Why you are not talking about Kashmiri Brahmins. Who genocides all Hindus. Leave our country immediately,30/09/25 00:40,Negative
pRIplSVOfhE,@JulesVerne-x6e,She speaks with a pure Bengali heart and is the bridge for a Greater Bengal,29/09/25 21:29,Positive
pRIplSVOfhE,@BNGIRNSLBNGIRNSL,Arundhati Roy is an angel among the Hindu Terrorists & Gandhi Terrorists of Fascist India,29/09/25 19:07,Negative
pRIplSVOfhE,@lokeshlingappa9926,Liaer 😂😂😂😂😂😂,29/09/25 15:00,Positive
pRIplSVOfhE,@saadiabano9130,Thank you Ms. Roy for being human... stay blessed,29/09/25 12:25,Positive
pRIplSVOfhE,@Shakiba99,I am sorry that Indian government has forgotten the teachings of its legend the late Indira Gandhi,29/09/25 10:30,Negative
pRIplSVOfhE,@nunupappi,desh ke gaddaro ko,29/09/25 07:39,Negative
pRIplSVOfhE,@cloudserver5513,There is massacre in her city 😢.  And all media all over the world are hiding it 😂😂,29/09/25 07:02,Negative
pRIplSVOfhE,@anilboppuri2067,The most coward corrupt and creepy regime in rule,29/09/25 06:02,Negative
pRIplSVOfhE,@anilboppuri2067,"Saffron brigade focus on “Olympics”, “Space research” and “child development” otherwise you too will be buried in the destruction - “K A R M A” strikes 🪧 even orange 🍊 🍊",29/09/25 06:01,Negative
pRIplSVOfhE,@Syeda-df8ie,I Love you Madam For the sake of Allah 🎉❤,29/09/25 05:04,Positive
pRIplSVOfhE,@SpyRaw-n2g,"Why cant to u go to Islamic country and support Isis, Taliban, Bokoharam, houthi, hamas, hisbullah....",29/09/25 04:15,Negative
pRIplSVOfhE,@even_thoughts-k5s,But from your point of view India was always like this,29/09/25 03:50,Neutral
pRIplSVOfhE,@vivekroy879,The only thing necessary fir triumph is for good men to do stay quiet.😢,29/09/25 02:58,Negative
pRIplSVOfhE,@CamSam09,"She is paid to spread lies. The fact that this pimp is spreading such hate against Hindus and current elected Govt but still spreading such blatant lies, indicates freedom of speech, liberty and freedom in India.",28/09/25 20:52,Negative
pRIplSVOfhE,@rikjunior9815,And for people like them only gazwa e hind will be possible,28/09/25 20:30,Negative
pRIplSVOfhE,@udayakirankaranam7439,I knew her as a writer.  After watching this video I just discovered an actress performing at Oscar levels and a narrative builder spilling blatant lies.,28/09/25 16:09,Negative
pRIplSVOfhE,@monojitmohapatra7112,How was it during the Mughals Ma'am?,28/09/25 15:44,Neutral
pRIplSVOfhE,@rajeshahuja3687,"Will she ever say anything about Hindus living in Pakistan , Bangladesh or Afghanistan ?",28/09/25 12:39,Neutral
pRIplSVOfhE,@parthasen699,Remember when davils fear any situation it is a good time for good and honest people.,28/09/25 12:17,Negative
pRIplSVOfhE,@sultanshaikh9742,She was served a notice by the Government. Since then she stopped speaking . Because many NGOs and Social workers who used to help happless poor either helping them providing basic necessities are in jail since years without getting bail,28/09/25 07:44,Negative
pRIplSVOfhE,@AlmubasherAlmubasher,That is truth 💯,28/09/25 05:00,Positive
pRIplSVOfhE,@anonymous_m2925,Undersized overreaction. Blame right doesn't make left angels overnight. Selective highlighting is the dog whistle and thats dangerous.,28/09/25 04:25,Negative
pRIplSVOfhE,@34lalaram,did she ever uttered a word in support of kahmiri hindus...oh wait she was fighting alongside with kashmiri jihadis!,28/09/25 04:16,Negative
pRIplSVOfhE,@11reinvented,"MODI, whose talents include begging the West, awkwardly hugging any leader he meets, dressing up in a traditional dress thus looking like an Indian restaurant waiter, pretending to do yoga poses so he doesn't have to answer any questions on serious issues, acting like pretend crying and fake laughing has given Hinduism and India a bad name. Shameful, idiotic Chai Wala.",27/09/25 23:47,Negative
pRIplSVOfhE,@milindk12,"RSS is the saviour of our country.
We want Hindu nation",27/09/25 23:27,Negative
pRIplSVOfhE,@sunilr5916,"She is such a liar and hypocrite. If India is such bad place then why are you still living there. Also if government is really bad then you would not able to speak this freely.
In today’s world of social media   All those cruelty would have been not hidden from world.",27/09/25 23:04,Negative
pRIplSVOfhE,@lunacasto,Incredible woman,27/09/25 20:47,Positive
pRIplSVOfhE,@pejavewarrier3345,"She is a lier, don't trust her. I have never seen any woman in india trusts her.",27/09/25 19:28,Negative
pRIplSVOfhE,@georgewahlang6416,why not try getting pakistan citizenship,27/09/25 17:49,Negative
pRIplSVOfhE,@varshadesai2258,There are mountains and then there are mole hills.,27/09/25 16:37,Neutral
pRIplSVOfhE,@jagadishdasari-h7j,Most unskilled woman I have ever seen...,27/09/25 14:57,Negative
pRIplSVOfhE,@vipp113,You have all these anti views about present government and still be able to speak freely. What does it say about the country ?,27/09/25 14:08,Negative
pRIplSVOfhE,@AnwarMasihUddin-AMU,"*In Media* RSS, VHP, ABVP & ruling party BJP is glorified  well enough to reform & educate our issues Health, Global Weather Warning, Environmental and pollution in Air & Water by its strength over government institutions, among the Bureaucrats and the people. Let's start to band all the public commercial business which falls under injurious to Health, Cigarette Smoking, Gutka, Alcohol, Gambling, Prostitution, Live-in Relationship, Homsexual, Gay-Marriages.

*Our life matters* out of voter’s Ballot Box, Make the life good. Healthy, Wealthy and Wise.",27/09/25 13:37,Negative
pRIplSVOfhE,@ianbertus1119,"What a shame on India. It calls itself a democracy. My foot. It’s a Hindu theocracy. 
I hope Trump will ruin its economy .",27/09/25 12:22,Negative
pRIplSVOfhE,@rosejoseph3055,Stop sleeping with terrorist.. people are not dumb to believe your lies.. shameless woman,27/09/25 10:18,Negative
pRIplSVOfhE,@rafthejaf8789,"It is no coincidence that India and Israel are such great buddies. Their political systems are both creations of the barbaric British empire which was based on divide and rule. India is a chaotic mess of a country and a classic case of unequal development. Beautiful homes, hotels and shopping malls for the rich while the mass of the people lack clean drinking water and health and education. In this environment the ruling elite need someone to blame for their own criminal practices and Muslims provide the perfect scapegoat. India is not a democracy it is a kleptocracy.",27/09/25 08:48,Negative
pRIplSVOfhE,@dscozzesi,Leave. Don’t live on it if it’s so dangerous. Leave as fas as you can. Please. You’re too important.,27/09/25 08:44,Negative
pRIplSVOfhE,@guruvarul,Action reaction. Were you not born at the time moghul invaders destroyed all of Hinduism. Writing should be justiful. Not that because of past history now killings should be done. When it still continues defence on an individual scale and social level is but nature's justice. Those who have pen must also developequal drishti not a lopsidedone. You talk about lynching. Yes it is wrong. Why it is done. Will a tailored bebeheaded. Why you did not talk about that. So many crores have lived in this land. Still living. Righteous thinking will cause no fear to live. Read Bhagavad gita.16th chapter.,27/09/25 07:01,Negative
pRIplSVOfhE,@harisomakantan6168,"There is no such thing as ""Hindu right wing"" in India.
I can guarantee 💯 percent. She is taking money from the western establishments, the colonialists who wants destabilise India.
This silly women need to leave in India, so she can spend more adding more mascara on her eye lids.😅😅😅😅😅
India does not have a right wing and left wing politics.
THIS IS PURE BS!",27/09/25 06:57,Negative
pRIplSVOfhE,@balacv75,Why don't you try to move to your dear neighbour pakistan...I am sure you will feel heavenly.goodluck Ms Roy,27/09/25 05:44,Negative
pRIplSVOfhE,@praveenvz,"Sorry to see that she is not getting any other country visa. She once used to meet Yasin Malik who killed innocent Kashmiri Pandit. Now her plans are not Woking out , very sad situation",27/09/25 05:41,Negative
pRIplSVOfhE,@omtschand3432,Did she ever talk about what Afghan Hindus were going through when Mujahedeen took over?,27/09/25 05:21,Neutral
pRIplSVOfhE,@bikramdeepsingh5901,Facts,27/09/25 05:00,Neutral
pRIplSVOfhE,@samirgoswami6966,A message from Indians:You better leave Bharat,27/09/25 04:21,Negative
pRIplSVOfhE,@daaniyaalhariss4212,BJP ki dalal hain madam aur yahan pe tamasha kar rahi hain🤣🤣😂,27/09/25 02:58,Negative
pRIplSVOfhE,@BimlaTyagi-xe5iv,"She never cry for Hindus , Hindu pandit in Kashmir. She went to see yashen Malik. Wow what a Neha’ya character",27/09/25 01:04,Negative
pRIplSVOfhE,@BimlaTyagi-xe5iv,English m bolne se tu satya savitri nahi ban jati. Ek LAKSHMI BAI THI. Ek ye h.,27/09/25 00:48,Negative
pRIplSVOfhE,@BimlaTyagi-xe5iv,Chal kameeni. Bhag agar tu rah nahi sakti. 140 karod rah rahe h tu nahi rah sakti. You are lefty and esh baat ka tu khati h. India m keede nakaal nikaal kar  lati h apna ghar Bharti h.,27/09/25 00:47,Negative
pRIplSVOfhE,@BaishaliGhosh-d7d,If india is so dangerous for muslims..why aren't a single muslim leaving india for some other muslim countries,26/09/25 22:21,Negative
pRIplSVOfhE,@BaishaliGhosh-d7d,Why don't u raise ur voice after pahalgam massacre... pls don't exaggerate for ur own gain..u always hv this vested interest.. all wrong information..pls give the evidence,26/09/25 22:20,Negative
pRIplSVOfhE,@BaishaliGhosh-d7d,Why don't u leave india lady,26/09/25 22:18,Negative
pRIplSVOfhE,@theslash9210,There is a divide in India right politically true but the way she said it  ...there is no doubt that she is just acting and has been acting since many years to create a narrative...like forcefully and shamefully....she will take some events and then blast them as if the whole country is dying and suffering...she is sick minded who likes to oppose everything..it's her problem ..even if everything gets according to her she will start opposing that too,26/09/25 22:00,Negative
pRIplSVOfhE,@bilallodhi4222,A beautiful Human,26/09/25 18:36,Neutral
pRIplSVOfhE,@sanju76242,"What ,where, daily.",26/09/25 16:08,Neutral
pRIplSVOfhE,@raghavraghunathan79,If anybody would be kind to tell us what mass killings she is yapping about,26/09/25 15:08,Negative
pRIplSVOfhE,@raghavraghunathan79,What a missionary stooge staging a constant propoganda. Completely false and malicious claims regarding mass killing etc. Rubbish.,26/09/25 15:07,Negative
pRIplSVOfhE,@dotecc9442,What happened to your cigarette 🚬.,26/09/25 14:34,Neutral
pRIplSVOfhE,@giridharg7778,You better go to a country where you'll feel safe n secure. Not as dangerous as you find in India. You should go to pakistan n live peacefully 😊,26/09/25 11:14,Negative
pRIplSVOfhE,@DoryGull,"I really wish this woman would take her brain out of her ass. The statements she has made so far make no sense, even to a first-grade student. According to her, India is a terrorist nation and Pakistan is not, despite all the terrorist attacks in India being conducted by Pakistani nationals. Hell, even Pakistan bombed their own people in KPK just days ago...when will she stop taking drugs and pay attention to reality?",26/09/25 11:00,Negative
pRIplSVOfhE,@passionatejohn,Modi has undone the country. Simply fucked the social fabric.,26/09/25 10:02,Negative
pRIplSVOfhE,@zeenatfatima4265,💯 correct 🎉,26/09/25 09:53,Positive
pRIplSVOfhE,@Fluteforall,😂😂😂😂,26/09/25 09:47,Positive
pRIplSVOfhE,@beyonddestination6004,Urban Naxalist 😅😅,26/09/25 09:30,Negative
pRIplSVOfhE,@pmatta13,What examples do you have woman that this is happening.. as we have examples of the other side doing this to Hindu majority.. watch Bengal files and the series unmasking reality!! Ur a traitor!!! Ur Indian passport should be taken ..,26/09/25 08:35,Negative
pRIplSVOfhE,@khajanizamuddin1818,Beautiful say. God bless yiut,26/09/25 08:27,Negative
pRIplSVOfhE,@MajidKhan-bd1to,Why r u even alive?,26/09/25 06:58,Negative
pRIplSVOfhE,@AnitaSharma-el8yk,She is big liar,26/09/25 06:47,Negative
pRIplSVOfhE,@sabikramanali2298,Big salute 🫡,26/09/25 05:07,Positive
pRIplSVOfhE,@Ramesh-rc7md,This woman is so fll of herself and bull,26/09/25 04:36,Negative
pRIplSVOfhE,@jazznadaf,Salute you madam... U r a brave writers,26/09/25 02:56,Positive
pRIplSVOfhE,@renimathew7716,Absolutely correct Madam.,26/09/25 02:43,Positive
pRIplSVOfhE,@ashasrivastava3959,"It's not at all the way you telling it... You should tell how islams invaded us and killed, converted hindus, demolished our prominent temple s... You are threat to India",26/09/25 02:35,Negative
pRIplSVOfhE,@Saurabh-n7x,"Then don't live here..
Go where u don't feel so lady",26/09/25 02:26,Negative
pRIplSVOfhE,@peacelove6644,Social activism is never easy. It requires immense courage.  The soul doesn't allow you to be complacent and sit back like millions do. I admire you.,26/09/25 02:24,Positive
pRIplSVOfhE,@TP182,"Wow.. the amount of drama and exaggeration..wonder why such an intelligent person is always blind to the entitlement, invasion,using religions minority status to their advantage, slowly but surely spreading and deepening their presence and dominance to show control , are all being ignored by such people. Not just in India, now the whole world is facing their trouble for co-existing with them. So its not only a problem in India, looks like its a problem in all countries. The common denominator in these places are this one religious community.. that speaks volumes. And she is super exaggerating everything that is done under the law. If this is her fear then she should be settling in an Islamic non secular country because only there there are strict rules against other religions and safe for their own religion.",26/09/25 01:30,Negative
pRIplSVOfhE,@HiccupsHenry,"Most of the people have human rights issues in india, not just muslim for their security against rss and their propaganda but Hindus also concerned about their security from hindutva and bjp. 
May god save us from RSS and BJP's anti nationals activities.
God Save Our Beloved India jai hind 🙏♥️🇮🇳",25/09/25 23:31,Negative
pRIplSVOfhE,@HomeD9901,👌🏻,25/09/25 22:30,Neutral
pRIplSVOfhE,@nksingh79,Leftist extremism example,25/09/25 22:22,Negative
pRIplSVOfhE,@SuperKiran8,Totally exaggerated narrative...we are all here living a good life and people like you want to disturb peace within the country by your false narrative ...,25/09/25 19:49,Negative
pRIplSVOfhE,@hithergirlsomeone2775,What a lying clown this woman is.,25/09/25 18:59,Negative
pRIplSVOfhE,@lokeshlingappa9926,Rubbish,25/09/25 18:49,Negative
pRIplSVOfhE,@shadabahmadsadab9841,Her famous novel the inheritance of loss extremely goosebumps 🎉🎉🎉,25/09/25 16:29,Unknown
pRIplSVOfhE,@ConcernedCitizen-z9d,"hmm seems like the Abduls and the leftists are very happy with her.. They will never see the other side, about why India is turning nationalistic. And please  remember she had made it quite clear that she is of Christian faith. So heres is not a voice of the common Indian but the same Jacobs and Abduls who just have to oppose Modiji and BJP as a defacto principle.",25/09/25 15:47,Negative
pRIplSVOfhE,@gauravverma9844,She is idiot,25/09/25 15:22,Negative
pRIplSVOfhE,@vasanthisundernath2067,Very sad.,25/09/25 15:08,Negative
pRIplSVOfhE,@AyanKhan-kb8yh,Brave lady,25/09/25 15:05,Neutral
pRIplSVOfhE,@AyanKhan-kb8yh,"This very true 

Indian muslim are been mascared in india in every regime either Congress or BJP but mascare of muslim in india is done.


Indian muslim need world attention more muslims in india are killed till date than anywhere in world..

And muslimbutchering continues..


And the the biggest butcher is made as PM....Muslim of india need judgments",25/09/25 15:05,Negative
pRIplSVOfhE,@Tamanna-po6fz,Poor thing.. Hope she get justicr,25/09/25 13:58,Negative
pRIplSVOfhE,@nadeemraza736,❤🎉,25/09/25 13:43,Positive
pRIplSVOfhE,@snehalatamalegaonkar3415,Yes! Kashmiri pandits got massacred. Kanhaiyalal got beheaded Madam. In Hindustan hindu is living in dangerous situation!,25/09/25 12:25,Negative
pRIplSVOfhE,@ziaulkhan6366,"It's not just a matter of Hindu or Muslim, it's much beyond it like right over wrong, truth over lie... Salute you mam",25/09/25 11:36,Positive
pRIplSVOfhE,@Msir7812,What about anti islam in Europe?,25/09/25 11:35,Negative
pRIplSVOfhE,@srinivaskanchinadham641,"All these stay at very luxurious houses with AC rooms, free access to Boat Club and Gymkhana club suites every now and then, sponsored by so called NGO’s sponsored by foreign countries to get handsome money for writing and talking such blatant lies.",25/09/25 11:27,Negative
pRIplSVOfhE,@srinivaskanchinadham641,Did you notice one common among all those who posted their comments? None mentioned their names snd some crazy and fake names.,25/09/25 11:24,Negative
pRIplSVOfhE,@bhawnasharma-xk8gz,"I love you mam, salute",25/09/25 11:24,Positive
pRIplSVOfhE,@srinivaskanchinadham641,Why don’t you go to your favourite country which is nearby to enjoy freedom? So disgusting personality.,25/09/25 11:21,Negative
pRIplSVOfhE,@azimulhaque647,Profound love and respect for you. May God help and protect u.,25/09/25 09:52,Negative
pRIplSVOfhE,@dmprabhudesai,"You are free to take asylum in any EU, or Britain or USA or for that matter China or Turkey or Canada or Uzbekistan",25/09/25 09:38,Negative
pRIplSVOfhE,@mayurpatil2665,Women of small brains.,25/09/25 09:03,Negative
pRIplSVOfhE,@imrandabir939,"Why BJP RSS-HINDU MAHASABHA agent turning blind and keeping quite now when she is admitting facts that he knows all it.

Why not protest and fast like past,just Verbosity,why doesn't have the courage to register her protest on it.",25/09/25 07:26,Negative
pRIplSVOfhE,@kishorepanda9885,Pity you,25/09/25 07:17,Negative
pRIplSVOfhE,@kishorepanda9885,You need psychological counselling to extract yourself from the diabolical untruth you hv created for yourself. High time lest you become insane beyond redemption.,25/09/25 07:14,Negative
pRIplSVOfhE,@belalahmad6336,She is absolutely right.,25/09/25 07:09,Positive
pRIplSVOfhE,@itz_riaplayz6989,Who os this...There are 150 crs people living and there is this one old hag trying to gag the system ...who truly cares whether you live or gone,25/09/25 07:02,Negative
pRIplSVOfhE,@canvaswiggle,"The Nazis who witch-hunted Jews, looted their properties, and destroyed whatever they could not seize left behind ramshackled places that still scream their stories to every passerby. The world has not ignored their pain or their bruises. Yet here, in this part of the world, tragedies of the same magnitude have occurred—and still, an Indian of her stature makes the world believe that Hindus are the oppressors.",25/09/25 06:45,Negative
pRIplSVOfhE,@vinodkaruvat,":D:D:D:D:D:D:D:D:D:D:D:D:D:D:D:D
Leave please then!!!!",25/09/25 06:42,Negative
pRIplSVOfhE,@madhusoodanan8736,It is not you. All the anti nationals are in dangerous situation,25/09/25 06:33,Negative
pRIplSVOfhE,@RK-ig9kr,No one asked to stay here you can leave this beautiful country before you make it dirty,25/09/25 06:30,Negative
pRIplSVOfhE,@jcreddy108,Better to go to Bangladesh,25/09/25 06:04,Negative
pRIplSVOfhE,@jcreddy108,Please go to Pakistan,25/09/25 06:03,Negative
pRIplSVOfhE,@user-vn2fs5dd8q,Yes she is right 👍🏼,25/09/25 04:09,Positive
pRIplSVOfhE,@awaisawan1276,Very well said,25/09/25 03:29,Positive
pRIplSVOfhE,@pre7210,"I'm a Nepali...think what Muslim invasion did to Hindustan... How mugals killed and destroyed all the temples in their own hometown...u r a traitor I think...I am not justifying violence but killing cows,hate speech and squatting anywhere they like is not acceptable I guess...it just doesn't happen overnight",25/09/25 02:19,Negative
pRIplSVOfhE,@arunagarwal6073,Please 🙏 leave our india 🇮🇳 🙏,25/09/25 02:13,Negative
pRIplSVOfhE,@bhairavi6076,"Excuse me? Bulldozed terrorist homes, yes. Where did mass killings happen? Lady just spoke her work of fictional literature right there! On that interview.",25/09/25 00:10,Negative
pRIplSVOfhE,@Alexa-n9w7y,Liberation for all Muslims and occupations in the world ❤,24/09/25 23:56,Positive
pRIplSVOfhE,@ajitpaldhe,You deserve it,24/09/25 23:15,Negative
pRIplSVOfhE,@Light-cr3rk,Thank you so much for raising your voice against ridical hindu fanatics.,24/09/25 21:29,Positive
pRIplSVOfhE,@roadtohope,The hatred for Muslims driven by zio has reached a pandemic!,24/09/25 21:11,Negative
pRIplSVOfhE,@محمداحمد-ح5ث5ز,"Thanx Madam for speaking for voiceless , India is fake democracy.",24/09/25 21:06,Unknown
pRIplSVOfhE,@SA-px4vk,"Thank you for your voice. You have spoken up yet Indian Muslim actors, celebs and high profile influential people have turned a blind eye and sealed their lips. Even to Palestine. Your courage shames them",24/09/25 20:41,Negative
pRIplSVOfhE,@vijaytrikha1608,AL-HAMDULILLAH !,24/09/25 19:58,Positive
pRIplSVOfhE,@raghuramamb284,Top class lier. She is spreading all lies.,24/09/25 19:29,Negative
pRIplSVOfhE,@srinivasrao6529,"I heard of you but it is the first time I am seeing you. I think of you as a writer, but you are looking as an artful actress.",24/09/25 19:11,Neutral
pRIplSVOfhE,@amss3309,"Mam dont worry wheel comes full circle in 1 lifetime. 
Every dog has his day.",24/09/25 18:59,Neutral
pRIplSVOfhE,@Dr.DevendraChauhan,"She  is such a cheapo. Using strong words so cheaply. Massacre, mass killing. Fools",24/09/25 16:52,Negative
pRIplSVOfhE,@arvindkumarsrivastava8773,"जब बॉम्ब फटता था
तब बहुत सुरक्षित था
वाह रे रन😂😂😂😂",24/09/25 15:36,Negative
pRIplSVOfhE,@Anooppandey1000,Wrong statement by Arundhati Roy,24/09/25 15:03,Negative
pRIplSVOfhE,@vcerocks3287,Same...,24/09/25 14:12,Neutral
pRIplSVOfhE,@dilipdandekar5645,She should leave India immediately. She is Anti India.,24/09/25 14:01,Negative
pRIplSVOfhE,@practiceexam-i2h1n,"very quietly and intentionally putting things in people head.
everyone has ability to think  you worry about yourself 
stop addresssing people by religion.
she looks old still she did not know  we all are indian budhiya sudhar ja",24/09/25 13:23,Negative
pRIplSVOfhE,@prakashsingh6976,"Yh, now everyone knows how muslim  act example like london, france, Italy 😂😂😂 stop this fing propoganda",24/09/25 12:41,Negative
pRIplSVOfhE,@kausarmazari9289,How dare they treat people who were born in India that way irrelevant what faith. Respect humanity,24/09/25 12:17,Negative
pRIplSVOfhE,@VijaySharma-kp7bv,Every wise and sentimental person who loves his or her nation desires to that our country's present state if our country's constitution followed honestly Arundhati Roy views will be changed,24/09/25 11:55,Negative
pRIplSVOfhE,@suresh-dv7he,"Massacre, where? 
Be specific - don't abuse freedom of speech. That's bigotry.",24/09/25 11:41,Negative
pRIplSVOfhE,@suresh-dv7he,"Massacre, where? 
Be specific - don't abuse freedom of speech. That's bigotry.",24/09/25 11:41,Negative
pRIplSVOfhE,@Daw1985-m7b,She is the only legend journalist of India,24/09/25 11:41,Neutral
pRIplSVOfhE,@GiniGini-lt7um,VERY TRUE...M'AM.,24/09/25 07:16,Negative
pRIplSVOfhE,@rajatecian1,"I just have to say… things are never black and white but in between. She seems to be color blind in that sense.

Right wing Hindu is as responsible as right wing Muslim for current situation. This is sad but calling out one side doesn’t make other good. They are equally bad.",24/09/25 06:04,Negative
pRIplSVOfhE,@tarunpaliwal3011,Bus apko english anni chahiye ghatiya se ghatiya baat bolkr bhi intellectual ban sakte ho,24/09/25 04:39,Negative
pRIplSVOfhE,@Shabbir1277,"The comment section justifies her concern. Thank you, brave lady.",24/09/25 03:13,Negative
pRIplSVOfhE,@howling-heart,"You are such a hypocrite, and betray your own people while we struggle with challenges of such  large population that  make up 20 % of world population . Yet we have come so far despite the good and bad aspect  of western  technological and industrial adventure,  we preserved our culture and integrity.  

And here you are speaking lies and protecting dangerous and orthodox islam  that refuse to reform and spreading hate towards your hindu brothers while talk about dividing India further and give these evil doers an integral  part of India called kashmir.  

I am not pro bjp or anything but I am against lies and dangerous conspiracy that Islam has conspired . Indeed Truth Wins ( Satyamev Jayate ) .",24/09/25 02:39,Negative
pRIplSVOfhE,@Life_love_guru,India will be safe for her when it's broken up and Maoists rule.,24/09/25 02:10,Negative
pRIplSVOfhE,@rafeeqahmedbangi9763,Thank u madam you have stood with downtrodden people and raising voice against andhbhakt.,24/09/25 01:59,Negative
pRIplSVOfhE,@PradeepSingh-x6p,"Respected ma'am, it's not only in india, it's all over the world including the USA, uk , all Arabian national, Europ, every were people against Indians immigrants send out, why are you not speaking about that, so many Hindu killed in pakistan and Bangladesh why are you not opened your mouth 👄,",24/09/25 01:57,Negative
pRIplSVOfhE,@notadonna5983,Let's all take 2 minutes a day to pray for the liberation of all oppressed people and do all we can to help.❤,23/09/25 23:54,Positive
pRIplSVOfhE,@fanofSRH,When you fear your funding will be stopped😂😂😂 Dont be sad one day you will be sent to your fundraising countries... really need to send these people to jails not to interviews,23/09/25 19:21,Negative
pRIplSVOfhE,@Ash-i9e,Where do you want to go madam.. I will take you... dont consume cheap drugs... please stay at home drining and fagging... everything will be ok and dont forget to change your pads... take care mom and please stay away from cheap drungs and people... 🎉,23/09/25 18:11,Negative
pRIplSVOfhE,@arupkantipal3662,😂😂😂😂😂😂,23/09/25 18:08,Positive
pRIplSVOfhE,@RahulBhattacharya-rm6bv,Dear madam I hope you are talking about the massacre happened in Kashmir....or bastar.....or direct action day....or all this were a propaganda for you,23/09/25 17:06,Negative
pRIplSVOfhE,@bobbysingh8974,"India is a biggest anarchy in the world.
RSS is killing innocent minorities everywhere everyday.
RSS raped nuns in church while shouting slogans ‘Jia Shri Ram’….!!
No one convicted..!!",23/09/25 15:59,Negative
pRIplSVOfhE,@idealtom,She is the Iron lady of India. Bows down to no one🎉🎉🎉,23/09/25 15:31,Positive
pRIplSVOfhE,@AmeetS,Change your dealer... Should be helpful..,23/09/25 15:26,Negative
pRIplSVOfhE,@trainingtutorAnju,🇮🇳,23/09/25 13:58,Unknown
pRIplSVOfhE,@tangosrin,Paranoia,23/09/25 12:18,Negative
pRIplSVOfhE,@maxyogi,Crocodile tears.,23/09/25 12:10,Negative
pRIplSVOfhE,@anilkaralamangala1431,"Stool Brains get nominated to high awards is what the GenZ of India know very well😂🤣 Thougjt she only wrote, maybe next she could be nominated to the Oscar 😂😂",23/09/25 11:37,Negative
pRIplSVOfhE,@mayapurchandradas1964,Better leave the country. Your safety is more important.,23/09/25 10:29,Negative
pRIplSVOfhE,@RahulThakur-w4k,She was freiend of yasin malik😂,23/09/25 10:28,Neutral
pRIplSVOfhE,@luitbaishya1581,"she is missing getting coverage n ignored by the public.

she is missing being in the spotlight 😅",23/09/25 10:22,Negative
pRIplSVOfhE,@pragatiandpari,"Don't think. Just name one place where you think u will be the safest. With due respect everything will be provided and made possible to shift you to that place. This is what I think. 
U think u r unsafe. I feel u are really ""_______"" obviously u won't be able to create any fresh piece of literature. 
All the best.",23/09/25 08:12,Negative
pRIplSVOfhE,@manashbhattacharjee8572,Where? Still living in it?😅😅,23/09/25 08:03,Negative
